sample_name,ncbi_name,abundance,abundance_mean
20230210_BC19,Escherichia coli,0.0,0.008387276916365288
20230210_BC19,Clostridium perfringens,0.0,0.006515874335081068
20230210_BC19,Clostridioides difficile,0.0004161464835622,0.0018859083674968862
20230210_BC19,Klebsiella pneumoniae,0.0,0.00019361270088545004
20230210_BC19,Serratia marcescens,0.0,3.876692743787285e-05
20230210_BC19,Fusobacterium nucleatum,0.0,7.846249941012171e-06
20230210_BC19,Clostridium botulinum,0.0,6.504552633278077e-06
20230210_BC19,Staphylococcus aureus,0.0,5.760763000071968e-06
20230210_BC19,Listeria monocytogenes,0.0,6.890592749140502e-07
20230210_BC19,Pseudomonas aeruginosa,0.0,4.330502195348088e-07
20230210_BC52,Escherichia coli,2.5679215243182167e-05,0.008387276916365288
20230210_BC52,Clostridium perfringens,0.0039931179703148,0.006515874335081068
20230210_BC52,Clostridioides difficile,0.0004108674438909,0.0018859083674968862
20230210_BC52,Klebsiella pneumoniae,0.0,0.00019361270088545004
20230210_BC52,Serratia marcescens,0.0,3.876692743787285e-05
20230210_BC52,Fusobacterium nucleatum,0.0,7.846249941012171e-06
20230210_BC52,Clostridium botulinum,0.0,6.504552633278077e-06
20230210_BC52,Staphylococcus aureus,0.0,5.760763000071968e-06
20230210_BC52,Listeria monocytogenes,0.0,6.890592749140502e-07
20230210_BC52,Pseudomonas aeruginosa,0.0,4.330502195348088e-07
20230210_BC38,Escherichia coli,0.0,0.008387276916365288
20230210_BC38,Clostridium perfringens,0.0276591920190536,0.006515874335081068
20230210_BC38,Clostridioides difficile,0.0250078641082101,0.0018859083674968862
20230210_BC38,Klebsiella pneumoniae,0.0,0.00019361270088545004
20230210_BC38,Serratia marcescens,0.0,3.876692743787285e-05
20230210_BC38,Fusobacterium nucleatum,0.0,7.846249941012171e-06
20230210_BC38,Clostridium botulinum,2.246888060036849e-05,6.504552633278077e-06
20230210_BC38,Staphylococcus aureus,0.0,5.760763000071968e-06
20230210_BC38,Listeria monocytogenes,0.0,6.890592749140502e-07
20230210_BC38,Pseudomonas aeruginosa,0.0,4.330502195348088e-07
20230210_BC39,Escherichia coli,0.0,0.008387276916365288
20230210_BC39,Clostridium perfringens,0.0010162132200101,0.006515874335081068
20230210_BC39,Clostridioides difficile,0.0011778835050117,0.0018859083674968862
20230210_BC39,Klebsiella pneumoniae,0.0,0.00019361270088545004
20230210_BC39,Serratia marcescens,0.0,3.876692743787285e-05
20230210_BC39,Fusobacterium nucleatum,0.0,7.846249941012171e-06
20230210_BC39,Clostridium botulinum,0.0,6.504552633278077e-06
20230210_BC39,Staphylococcus aureus,0.0,5.760763000071968e-06
20230210_BC39,Listeria monocytogenes,0.0,6.890592749140502e-07
20230210_BC39,Pseudomonas aeruginosa,0.0,4.330502195348088e-07
20230210_BC54,Escherichia coli,1.775946579526888e-05,0.008387276916365288
20230210_BC54,Clostridium perfringens,0.0,0.006515874335081068
20230210_BC54,Clostridioides difficile,0.0,0.0018859083674968862
20230210_BC54,Klebsiella pneumoniae,0.0,0.00019361270088545004
20230210_BC54,Serratia marcescens,0.0,3.876692743787285e-05
20230210_BC54,Fusobacterium nucleatum,0.0,7.846249941012171e-06
20230210_BC54,Clostridium botulinum,0.0,6.504552633278077e-06
20230210_BC54,Staphylococcus aureus,0.0,5.760763000071968e-06
20230210_BC54,Listeria monocytogenes,0.0,6.890592749140502e-07
20230210_BC54,Pseudomonas aeruginosa,0.0,4.330502195348088e-07
20230210_BC42,Escherichia coli,0.00030670366583902635,0.008387276916365288
20230210_BC42,Clostridium perfringens,0.0088067766905213,0.006515874335081068
20230210_BC42,Clostridioides difficile,0.0007594566963633,0.0018859083674968862
20230210_BC42,Klebsiella pneumoniae,0.0,0.00019361270088545004
20230210_BC42,Serratia marcescens,0.0,3.876692743787285e-05
