sample_name,ncbi_name,abundance,abundance_mean
20230210_BC04,Escherichia coli,0.005247408,0.01979153131276734
20230210_BC04,Clostridioides difficile,1.42e-05,0.007889322186419169
20230210_BC04,Clostridium perfringens,7.09e-05,0.0061871349759447586
20230210_BC04,Klebsiella pneumoniae,0.0,0.0014534092534535224
20230210_BC04,Pseudomonas aeruginosa,0.0,2.621488101111412e-05
20230210_BC04,Fusobacterium nucleatum,0.0,4.254354690853263e-06
20230210_BC04,Clostridium botulinum,0.0,8.662262372488842e-07
20230210_BC04,Vibrio vulnificus,0.0,2.798322126053219e-07
20230210_BC04,Campylobacter jejuni,0.0,1.866643271404332e-07
20230210_BC04,Staphylococcus aureus,0.0,1.6817774369375506e-07
